# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403638174.84503 1917.412136 -3540.046161 -1487.453929 0.902949 -0.327961 -0.145755 0.236388 0.0003859547 0.0001893952 -0.0005136706 0.0006508330 -0.0004025997 0.0017660114 8747.3836985178 2460.1676068577 -1754.7757966510 4655.2130401570 2497.2640988783 2710.1632977863
1403638174.89503 1925.395720 -3549.601114 -1493.581993 0.903246 -0.326348 -0.148019 0.236082 0.0003823243 0.0001878548 -0.0005085110 0.0006543549 -0.0004060873 0.0017704991 8799.1565172131 2481.9237494627 -1767.2819092919 4684.7836493968 2511.7455141543 2730.9655738533
1403638174.94503 1933.401987 -3559.168369 -1499.730997 0.902851 -0.326769 -0.150518 0.235430 0.0003783632 0.0001862380 -0.0005025096 0.0006557948 -0.0004070708 0.0017773885 8851.1705639117 2503.8498338733 -1779.8600313106 4714.5233288300 2526.2867404412 2751.9094509633
1403638174.99503 1941.431227 -3568.748550 -1505.900700 0.902618 -0.326781 -0.152438 0.235069 0.0003757450 0.0001851803 -0.0004982975 0.0006575766 -0.0004082365 0.0017825935 8903.4309460662 2525.9478929912 -1792.5118105863 4744.4340881718 2540.8887613384 2772.9974970256
1403638175.04503 1949.483564 -3578.342541 -1512.092446 0.903163 -0.325064 -0.151809 0.235763 0.0003786862 0.0001863146 -0.0005020453 0.0006604701 -0.0004097250 0.0017811238 8955.9443669744 2548.2228415631 -1805.2381403520 4774.5153463907 2555.5511143780 2794.2325497515
1403638175.09503 1957.558023 -3587.949386 -1518.305936 0.902664 -0.326062 -0.152735 0.235699 0.0003784448 0.0001864043 -0.0005009353 0.0006610827 -0.0004090365 0.0017851223 9008.7052904984 2570.6709714121 -1818.0378273146 4804.7664310504 2570.2731608099 2815.6120505195
1403638175.14503 1965.655711 -3597.569928 -1524.540691 0.902901 -0.324038 -0.153902 0.236819 0.0003780707 0.0001871274 -0.0004997399 0.0006661817 -0.0004140450 0.0017847687 9061.7203980789 2593.2967659055 -1830.9131799433 4835.1915119999 2585.0565981774 2837.1403007909
1403638175.19503 1973.775989 -3607.203561 -1530.797236 0.902679 -0.323880 -0.155448 0.236873 0.0003764805 0.0001867336 -0.0004968348 0.0006684294 -0.0004156348 0.0017884743 9114.9863054514 2616.0994666968 -1843.8629995477 4865.7895712662 2599.9003927747 2858.8158770084
1403638175.24503 1981.918816 -3616.850581 -1537.075462 0.902680 -0.322584 -0.157592 0.237219 0.0003737361 0.0001860790 -0.0004923005 0.0006725456 -0.0004197582 0.0017914632 9168.5059596314 2639.0799625496 -1856.8882574361 4896.5617719812 2614.8050434097 2880.6402025605
1403638175.29503 1990.084643 -3626.510940 -1543.375287 0.901943 -0.323034 -0.161818 0.236567 0.0003665766 0.0001834601 -0.0004810332 0.0006752496 -0.0004229933 0.0018002628 9222.2798461209 2662.2404323156 -1869.9893141354 4927.5103946194 2629.7709707520 2902.6147098663
1403638175.34503 1998.273505 -3636.184470 -1549.696385 0.901040 -0.323576 -0.167370 0.235400 0.0003567695 0.0001794160 -0.0004653166 0.0006781301 -0.0004269315 0.0018115166 9276.3078294890 2685.5813727441 -1883.1664840720 4958.6369026099 2644.7984762139 2924.7400916259
1403638175.39503 2006.485157 -3645.871185 -1556.038968 0.900485 -0.322462 -0.173875 0.234335 0.0003453651 0.0001742995 -0.0004464744 0.0006833206 -0.0004339434 0.0018220274 9330.5907700995 2709.1032165400 -1896.4199596666 4989.9416860000 2659.8875044486 2947.0168045852
1403638175.44503 2014.719479 -3655.571367 -1562.403880 0.899996 -0.321144 -0.180289 0.233173 0.0003344906 0.0001688524 -0.0004275342 0.0006884575 -0.0004407231 0.0018320253 9385.1314145269 2732.8086647480 -1909.7499258979 5021.4243284767 2675.0374930417 2969.4461616528
1403638175.49503 2022.977133 -3665.285843 -1568.792169 0.899285 -0.320045 -0.187671 0.231595 0.0003222878 0.0001621559 -0.0004049780 0.0006934900 -0.0004476040 0.0018434164 9439.9363391231 2756.7042590796 -1923.1574638057 5053.0858162079 2690.2483073315 2992.0319604827
1403638175.54503 2031.258551 -3675.014642 -1575.203442 0.898623 -0.318410 -0.195955 0.229550 0.0003090102 0.0001538332 -0.0003788112 0.0006988996 -0.0004550492 0.0018554632 9495.0066772271 2780.7916210059 -1936.6433500037 5084.9289624477 2705.5207656519 3014.7758610985
1403638175.59503 2039.563029 -3684.756376 -1581.637127 0.896967 -0.320664 -0.203111 0.226651 0.0002984192 0.0001468529 -0.0003552064 0.0006988482 -0.0004555942 0.0018702471 9550.3336684708 2805.0667969995 -1950.2057687670 5116.9540307572 2720.8542725907 3037.6746976858
1403638175.64503 2047.890302 -3694.511822 -1588.094122 0.895381 -0.322102 -0.210713 0.223924 0.0002879103 0.0001394031 -0.0003298490 0.0007000961 -0.0004576808 0.0018836239 9605.9235057529 2829.5325703202 -1963.8457570782 5149.1603365977 2736.2485609103 3060.7305966948
1403638175.69503 2056.240081 -3704.280737 -1594.574450 0.894025 -0.323607 -0.217386 0.220773 0.0002791677 0.0001322215 -0.0003067457 0.0006999137 -0.0004575811 0.0018966325 9661.7753378487 2854.1887292239 -1977.5631643843 5181.5483461076 2751.7034868058 3083.9434570392
1403638175.74503 2064.612279 -3714.063442 -1601.078359 0.892973 -0.325238 -0.221448 0.218587 0.0002746029 0.0001281697 -0.0002928340 0.0006991771 -0.0004560014 0.0019060039 9717.8922951655 2879.0369131079 -1991.3587244176 5214.1186246072 2767.2191413986 3107.3147595188
1403638175.79503 2073.004739 -3723.859127 -1607.606602 0.892234 -0.325224 -0.226340 0.216608 0.0002691706 0.0001229008 -0.0002762308 0.0007006818 -0.0004572222 0.0019139878 9774.2692647977 2904.0710108030 -2005.2304240599 5246.8663285374 2782.7935281192 3130.8398596224
1403638175.84503 2081.415748 -3733.666767 -1614.159077 0.891919 -0.324583 -0.229929 0.215077 0.0002655458 0.0001187668 -0.0002642874 0.0007023636 -0.0004582161 0.0019199664 9830.8997978278 2929.2846725024 -2019.1765581710 5279.7884514533 2798.4253934824 3154.5144623663
1403638175.89503 2089.845010 -3743.486487 -1620.736108 0.892338 -0.322337 -0.232087 0.214400 0.0002636729 0.0001157516 -0.0002579469 0.0007055065 -0.0004605178 0.0019227214 9887.7854815319 2954.6784511892 -2033.1973652612 5312.8848735309 2814.1145403986 3178.3390658332
1403638175.94503 2098.293681 -3753.318718 -1627.337763 0.893269 -0.319018 -0.233365 0.214101 0.0002627499 0.0001132072 -0.0002549244 0.0007093647 -0.0004633963 0.0019237988 9944.9302421526 2980.2581312239 -2047.2940114360 5346.1591526531 2829.8617419848 3202.3174495006
1403638175.99503 2106.762867 -3763.163950 -1633.964219 0.895443 -0.312520 -0.233018 0.214977 0.0002635526 0.0001113982 -0.0002584888 0.0007162516 -0.0004694157 0.0019201114 10002.3384608961 3006.0296823104 -2061.4676992853 5379.6146460778 2845.6676854142 3226.4534933855
1403638176.04503 2115.253331 -3773.022322 -1640.615687 0.897726 -0.308602 -0.227739 0.216768 0.0002705614 0.0001160183 -0.0002793791 0.0007190496 -0.0004694647 0.0019143173 10060.0119356769 3031.9974208067 -2075.7189013072 5413.2540242430 2861.5326882219 3250.7496650480
1403638176.09503 2123.765495 -3782.893870 -1647.291833 0.901246 -0.301113 -0.220777 0.219872 0.0002802901 0.0001215799 -0.0003066930 0.0007255602 -0.0004734312 0.0019021188 10117.9519956504 3058.1634978220 -2090.0483392350 5447.0796785133 2877.4573099970 3275.2077977675
1403638176.14503 2132.300684 -3792.778587 -1653.992484 0.904582 -0.296372 -0.209525 0.223593 0.0002975095 0.0001328709 -0.0003481367 0.0007279628 -0.0004712942 0.0018865790 10176.1594834088 3084.5332858136 -2104.4566016706 5481.0963150309 2893.4424198560 3299.8310691620
1403638176.19503 2140.859193 -3802.676093 -1660.716698 0.907011 -0.295609 -0.195574 0.227372 0.0003216518 0.0001480899 -0.0003975484 0.0007253770 -0.0004620796 0.0018691825 10234.6326591263 3111.1062751646 -2118.9441377059 5515.3072719371 2909.4890673674 3324.6200395824
1403638176.24503 2149.440886 -3812.585665 -1667.463664 0.908082 -0.297874 -0.183972 0.229809 0.0003442290 0.0001607068 -0.0004375788 0.0007197939 -0.0004495424 0.0018564442 10293.3672037675 3137.8802137195 -2133.5105561682 5549.7146387474 2925.5977358055 3349.5736749974
1403638176.29503 2158.045968 -3822.507797 -1674.232612 0.909629 -0.296189 -0.175445 0.232523 0.0003626001 0.0001696149 -0.0004671883 0.0007201682 -0.0004450409 0.0018420261 10352.3677217403 3164.8555121911 -2148.1578883385 5584.3214134888 2941.7699940825 3374.6943473479
1403638176.34503 2166.673739 -3832.441115 -1681.022893 0.910197 -0.296215 -0.170906 0.233642 0.0003734318 0.0001743924 -0.0004832903 0.0007194922 -0.0004406298 0.0018362361 10411.6250784749 3192.0276337643 -2162.8842539960 5619.1278282626 2958.0053387179 3399.9785809090
1403638176.39503 2175.324456 -3842.386406 -1687.834679 0.910586 -0.295516 -0.168375 0.234848 0.0003805477 0.0001777309 -0.0004931922 0.0007210336 -0.0004396510 0.0018319757 10471.1458558508 3219.3997431579 -2177.6914383600 5654.1355834666 2974.3044898841 3425.4295364801
1403638176.44503 2183.998171 -3852.343506 -1694.668294 0.910682 -0.294429 -0.169721 0.234871 0.0003791835 0.0001769475 -0.0004906282 0.0007239102 -0.0004418301 0.0018348630 10530.9296113259 3246.9736185930 -2192.5791696665 5689.3455500269 2990.6671300568 3451.0478450986
1403638176.49503 2192.695606 -3862.312847 -1701.523420 0.910722 -0.293803 -0.170408 0.235003 0.0003792631 0.0001768725 -0.0004901464 0.0007260734 -0.0004428684 0.0018370191 10590.9804620407 3274.7527604160 -2207.5490345510 5724.7612943167 3007.0944284146 3476.8368094467
1403638176.54503 2201.416110 -3872.293802 -1708.400152 0.910423 -0.293689 -0.172418 0.234839 0.0003766221 0.0001757396 -0.0004855078 0.0007282902 -0.0004444687 0.0018418407 10651.2944506883 3302.7350058497 -2222.5999709081 5760.3823770210 3023.5857831058 3502.7945974859
1403638176.59503 2210.159310 -3882.286172 -1715.298652 0.910049 -0.293921 -0.174977 0.234104 0.0003726248 0.0001736103 -0.0004788306 0.0007297178 -0.0004453255 0.0018488039 10711.8709712147 3330.9204137073 -2237.7317307504 5796.2086155805 3040.1407450592 3528.9211000041
1403638176.64503 2218.926010 -3892.290876 -1722.219346 0.909860 -0.293293 -0.177253 0.233913 0.0003694568 0.0001720610 -0.0004732441 0.0007325369 -0.0004477463 0.0018535355 10772.7176446749 3359.3151281984 -2252.9462254054 5832.2428351612 3056.7600560416 3555.2209342418
1403638176.69503 2227.716751 -3902.308403 -1729.162302 0.909665 -0.293326 -0.178634 0.233579 0.0003680262 0.0001711429 -0.0004703441 0.0007339057 -0.0004480612 0.0018579791 10833.8390517846 3387.9230928280 -2268.2448194743 5868.4876569261 3073.4443988716 3581.6973080985
1403638176.74503 2236.531193 -3912.338467 -1736.127622 0.909523 -0.293435 -0.179825 0.233080 0.0003668704 0.0001701620 -0.0004679132 0.0007348145 -0.0004477457 0.0018626085 10895.2338602895 3416.7439649200 -2283.6271572227 5904.9433438322 3090.1934653078 3608.3498680322
1403638176.79503 2245.369266 -3922.380719 -1743.114953 0.909006 -0.295028 -0.180874 0.232274 0.0003660032 0.0001694425 -0.0004658021 0.0007338566 -0.0004450735 0.0018688218 10956.9002806989 3445.7770433203 -2299.0932107475 5941.6116583797 3107.0076399788 3635.1785451321
1403638176.84503 2254.230586 -3932.434789 -1750.123954 0.908300 -0.297963 -0.180688 0.231434 0.0003676264 0.0001699923 -0.0004675511 0.0007308137 -0.0004393247 0.0018746486 11018.8365132509 3475.0208868202 -2314.6428526437 5978.4931594541 3123.8869473481 3662.1828028562
1403638176.89503 2263.114382 -3942.500499 -1757.154769 0.907404 -0.300725 -0.182037 0.230316 0.0003661678 0.0001691443 -0.0004642798 0.0007286410 -0.0004351664 0.0018827074 11081.0419135038 3504.4735097111 -2330.2758440130 6015.5869411854 3140.8309867112 3689.3615946574
1403638176.94503 2272.019673 -3952.578058 -1764.207869 0.907244 -0.300927 -0.182983 0.229931 0.0003655851 0.0001685480 -0.0004626433 0.0007295175 -0.0004346490 0.0018868500 11143.5188259853 3534.1336071005 -2345.9924140221 6052.8908651163 3157.8390678286 3716.7144724250
1403638176.99503 2280.945696 -3962.667071 -1771.283055 0.907291 -0.299909 -0.184969 0.229484 0.0003628723 0.0001667499 -0.0004576459 0.0007321008 -0.0004366522 0.0018914118 11206.2650397261 3563.9981560746 -2361.7921831785 6090.4043229002 3174.9109680626 3744.2398661407
1403638177.04503 2289.892098 -3972.767368 -1778.380734 0.907189 -0.299102 -0.187566 0.228833 0.0003589856 0.0001643610 -0.0004505501 0.0007346254 -0.0004387924 0.0018972029 11269.2798905960 3594.0673803237 -2377.6746963685 6128.1270054124 3192.0461162775 3771.9374817566
1403638177.09503 2298.858797 -3982.878929 -1785.500997 0.907415 -0.297208 -0.189615 0.228717 0.0003563283 0.0001625466 -0.0004454846 0.0007384939 -0.0004424035 0.0019004055 11332.5641240862 3624.3424676356 -2393.6401428187 6166.0594811778 3209.2443588196 3799.8081466868
1403638177.14503 2307.845539 -3993.001528 -1792.644075 0.907542 -0.295610 -0.191350 0.228837 0.0003544467 0.0001613287 -0.0004415608 0.0007422455 -0.0004457394 0.0019029408 11396.1166556895 3654.8234782768 -2409.6881196619 6204.2019529960 3226.5053385962 3827.8515987909
1403638177.19503 2316.852182 -4003.134927 -1799.810027 0.907767 -0.293858 -0.193259 0.228600 0.0003520416 0.0001594425 -0.0004368006 0.0007456964 -0.0004487477 0.0019062882 11459.9363717748 3685.5106294194 -2425.8183616584 6242.5550746447 3243.8288803579 3856.0678282058
1403638177.24503 2325.879209 -4013.279195 -1806.998561 0.907860 -0.292830 -0.194475 0.228517 0.0003510643 0.0001585108 -0.0004343720 0.0007482654 -0.0004504095 0.0019090865 11524.0246524030 3716.4060831853 -2442.0316940756 6281.1218027076 3261.2157797625 3884.4588664826
1403638177.29503 2334.926732 -4023.434631 -1814.210153 0.907828 -0.292351 -0.195727 0.228189 0.0003499607 0.0001574719 -0.0004316675 0.0007500055 -0.0004510531 0.0019128368 11588.3844577995 3747.5127494804 -2458.3286274412 6319.9030490626 3278.6659168482 3913.0265393937
1403638177.34503 2343.994999 -4033.601221 -1821.444705 0.907862 -0.291823 -0.196566 0.228008 0.0003496620 0.0001568814 -0.0004303837 0.0007517239 -0.0004515224 0.0019158060 11653.0166163498 3778.8326744592 -2474.7095817815 6358.9006440853 3296.1795237827 3941.7723793274
1403638177.39503 2353.083911 -4043.778953 -1828.702157 0.907655 -0.291938 -0.197691 0.227711 0.0003488857 0.0001562252 -0.0004281080 0.0007529174 -0.0004514332 0.0019197777 11717.9217739612 3810.3660908114 -2491.1749171701 6398.1157011216 3313.7568421212 3970.6969958893
1403638177.44503 2362.193475 -4053.967925 -1835.982544 0.907015 -0.292979 -0.199511 0.227338 0.0003469984 0.0001554007 -0.0004235289 0.0007537087 -0.0004510772 0.0019252634 11783.1014877259 3842.1142466490 -2507.7251439090 6437.5493912077 3331.3980466716 3999.8015772613
1403638177.49503 2371.324340 -4064.168212 -1843.286157 0.905920 -0.297143 -0.198971 0.226773 0.0003494698 0.0001573572 -0.0004265150 0.0007498601 -0.0004441198 0.0019310473 11848.5570973769 3874.0816317608 -2524.3605395664 6477.2044409044 3349.1032729700 4029.0886099104
1403638177.54503 2380.476175 -4074.380224 -1850.612831 0.904324 -0.303485 -0.197573 0.225962 0.0003536134 0.0001604443 -0.0004320298 0.0007431872 -0.0004332161 0.0019380159 11914.2926461501 3906.2679191179 -2541.0824742865 6517.0814691322 3366.8730967102 4058.5593456760
1403638177.59503 2389.648444 -4084.603897 -1857.962324 0.902031 -0.312557 -0.195681 0.224406 0.0003586309 0.0001638699 -0.0004383424 0.0007328021 -0.0004171329 0.0019478782 11980.3086538718 3938.6716028634 -2557.8913267608 6557.1802375295 3384.7075258462 4088.2135959549
1403638177.64503 2398.841284 -4094.840185 -1865.334252 0.900700 -0.317375 -0.194710 0.223831 0.0003620870 0.0001660845 -0.0004423972 0.0007281925 -0.0004086769 0.0019535723 12046.6136508425 3971.2944384995 -2574.7899866009 6597.5030531373 3402.6080522380 4118.0550433973
1403638177.69503 2408.054103 -4105.088892 -1872.728735 0.898694 -0.323978 -0.193768 0.223250 0.0003658194 0.0001688975 -0.0004461221 0.0007220806 -0.0003982483 0.0019605262 12113.2069377894 4004.1350976550 -2591.7781818858 6638.0491629929 3420.5742268952 4148.0828829541
1403638177.74503 2417.287167 -4115.350676 -1880.145474 0.896905 -0.329569 -0.191939 0.223842 0.0003718569 0.0001731466 -0.0004535952 0.0007177707 -0.0003899885 0.0019634097 12180.0947945383 4037.1958439945 -2608.8581040856 6678.8210242938 3438.6072084510 4178.3004032498
1403638177.79503 2426.540688 -4125.625844 -1887.584509 0.895562 -0.334341 -0.188148 0.225356 0.0003821679 0.0001790551 -0.0004680859 0.0007139261 -0.0003815962 0.0019615916 12247.2805805766 4070.4789628622 -2626.0308125651 6719.8205656447 3456.7074956105 4208.7097918118
1403638177.84503 2435.814706 -4135.914547 -1895.045612 0.894937 -0.337617 -0.182811 0.227338 0.0003958537 0.0001855117 -0.0004878648 0.0007108314 -0.0003733834 0.0019556954 12314.7666789000 4103.9856454384 -2643.2972787847 6761.0492573593 3474.8755211455 4239.3127018029
1403638177.89503 2445.109746 -4146.217193 -1902.528170 0.894732 -0.339374 -0.177686 0.229583 0.0004095606 0.0001915208 -0.0005071018 0.0007094972 -0.0003675191 0.0019480635 12382.5575142891 4137.7178238605 -2660.6595678883 6802.5109845199 3493.1129094665 4270.1123158636
1403638177.94503 2454.426429 -4156.533829 -1910.031410 0.894702 -0.339973 -0.173998 0.231630 0.0004203965 0.0001962481 -0.0005216425 0.0007099272 -0.0003645807 0.0019415702 12450.6546911964 4171.6770125730 -2678.1191300253 6844.2101082354 3511.4212373689 4301.1111607564
1403638177.99503 2463.765274 -4166.865072 -1917.555473 0.894902 -0.339517 -0.171301 0.233529 0.0004290973 0.0002000827 -0.0005330145 0.0007118288 -0.0003639901 0.0019357700 12519.0642790227 4205.8677912296 -2695.6777302715 6886.1493795737 3529.8012002045 4332.3131365321
1403638178.04503 2473.126199 -4177.211166 -1925.099937 0.895417 -0.336708 -0.170201 0.236407 0.0004349279 0.0002040888 -0.0005403305 0.0007182467 -0.0003703968 0.0019283301 12587.7894120508 4240.2899250125 -2713.3368461055 6928.3305891394 3548.2537668643 4363.7197555819
1403638178.09503 2482.508907 -4187.571846 -1932.665024 0.895223 -0.333862 -0.171187 0.240429 0.0004372547 0.0002089613 -0.0005419234 0.0007277119 -0.0003820505 0.0019213306 12656.8290650411 4274.9438983339 -2731.0960326866 6970.7535655624 3566.7783000931 4395.3309029313
1403638178.14503 2491.914287 -4197.947504 -1940.251261 0.894168 -0.332291 -0.172727 0.245381 0.0004393915 0.0002153010 -0.0005422012 0.0007377484 -0.0003946328 0.0019139265 12726.1873715617 4309.8364580421 -2748.9562024852 7013.4218951063 3585.3750833701 4427.1506929880
1403638178.19503 2501.341303 -4208.336727 -1947.857456 0.892288 -0.332333 -0.173591 0.251481 0.0004443259 0.0002240734 -0.0005450295 0.0007473731 -0.0004062432 0.0019041085 12795.8539764473 4344.9586710035 -2766.9157105651 7056.3352461156 3604.0443846198 4459.1739610597
1403638178.24503 2510.790990 -4218.740225 -1955.484068 0.889766 -0.333208 -0.173861 0.258961 0.0004520493 0.0002354615 -0.0005502912 0.0007576999 -0.0004181897 0.0018907775 12865.8356831981 4380.3184165938 -2784.9762914586 7099.4977246241 3622.7868261931 4491.4061318752
1403638178.29503 2520.263699 -4229.158514 -1963.131341 0.886594 -0.334173 -0.175719 0.267212 0.0004571118 0.0002473986 -0.0005510523 0.0007705643 -0.0004333944 0.0018775386 12936.1377294932 4415.9196411041 -2803.1393899113 7142.9116468773 3641.6028894219 4523.8504967372
1403638178.34503 2529.759150 -4239.590993 -1970.799160 0.882911 -0.335868 -0.177005 0.276278 0.0004645658 0.0002611678 -0.0005537593 0.0007835712 -0.0004478115 0.0018617277 13006.7563210573 4451.7613874064 -2821.4041284730 7186.5774438856 3660.4921788915 4556.5060319882
1403638178.39503 2539.275980 -4250.036219 -1978.487046 0.878780 -0.336841 -0.179863 0.286238 0.0004693024 0.0002754201 -0.0005520763 0.0008006050 -0.0004663297 0.0018445624 13077.6803955222 4487.8349724014 -2839.7678849807 7230.4926990374 3679.4538530049 4589.3665048557
1403638178.44503 2548.812923 -4260.493524 -1986.195655 0.873292 -0.340436 -0.183661 0.296198 0.0004730513 0.0002899091 -0.0005474538 0.0008157841 -0.0004829670 0.0018301838 13148.9050519671 4524.1368661264 -2858.2285402471 7274.6534894568 3698.4859632989 4622.4281035500
1403638178.49503 2558.369429 -4270.963117 -1993.925329 0.867419 -0.343278 -0.189562 0.306286 0.0004722900 0.0003031206 -0.0005366078 0.0008348752 -0.0005034220 0.0018163387 13220.4328412770 4560.6670734743 -2876.7865090772 7319.0587068712 3717.5880274794 4655.6911338895
1403638178.54503 2567.945330 -4281.444962 -2001.676033 0.860758 -0.347285 -0.196328 0.316141 0.0004703110 0.0003155900 -0.0005230593 0.0008536816 -0.0005233390 0.0018039213 13292.2642841169 4597.4254683812 -2895.4421114714 7363.7091559402 3736.7602217816 4689.1559838844
1403638178.59503 2577.540778 -4291.939113 -2009.447964 0.853755 -0.351713 -0.203327 0.325666 0.0004682526 0.0003273304 -0.0005086320 0.0008722899 -0.0005424298 0.0017916985 13364.4007880136 4634.4147686012 -2914.1956374900 7408.6061064088 3756.0023892398 4722.8243223837
1403638178.64503 2587.156116 -4302.446471 -2017.241556 0.847009 -0.355893 -0.208505 0.335321 0.0004706633 0.0003404424 -0.0004995422 0.0008897356 -0.0005585473 0.0017761012 13436.8507576594 4671.6400960666 -2933.0492041269 7453.7515111096 3775.3149815619 4756.7004963388
1403638178.69503 2596.791261 -4312.966917 -2025.056700 0.840566 -0.358797 -0.213160 0.345365 0.0004743709 0.0003541897 -0.0004919936 0.0009095219 -0.0005747665 0.0017567931 13509.6141268715 4709.1015809934 -2952.0030233082 7499.1464974325 3794.6981776983 4790.7849659386
1403638178.74503 2606.446293 -4323.500849 -2032.893429 0.834484 -0.361069 -0.216336 0.355617 0.0004814654 0.0003693504 -0.0004886139 0.0009290045 -0.0005885493 0.0017343402 13582.6952591062 4746.8014017554 -2971.0584409710 7544.7925831205 3814.1524160587 4825.0801191375
1403638178.79503 2616.121013 -4334.047952 -2040.751872 0.828614 -0.362133 -0.220622 0.365492 0.0004854032 0.0003826845 -0.0004815857 0.0009517890 -0.0006038142 0.0017116689 13656.0922804827 4784.7393424043 -2990.2148989054 7590.6902563176 3833.6774016878 4859.5854635384
1403638178.84503 2625.815129 -4344.608179 -2048.632154 0.822716 -0.363217 -0.226569 0.374004 0.0004846276 0.0003922817 -0.0004692040 0.0009751659 -0.0006197082 0.0016930409 13729.8058585065 4822.9159215309 -3009.4724759331 7636.8393540612 3853.2727220436 4894.3013697660
1403638178.89503 2635.529059 -4355.181802 -2056.534673 0.817465 -0.364370 -0.232365 0.380779 0.0004825838 0.0003990419 -0.0004566189 0.0009955064 -0.0006332274 0.0016786417 13803.8390817855 4861.3354671860 -3028.8318165005 7683.2422034601 3872.9384593573 4929.2305718129
1403638178.94503 2645.262634 -4365.768742 -2064.459413 0.812675 -0.365497 -0.238427 0.386165 0.0004787104 0.0004030746 -0.0004427917 0.0010141393 -0.0006456787 0.0016677112 13878.1922379421 4899.9981254956 -3048.2931163956 7729.8995147393 3892.6746279446 4964.3734667344
1403638178.99503 2655.015740 -4376.369006 -2072.406771 0.808236 -0.367007 -0.245185 0.389802 0.0004720914 0.0004034362 -0.0004264326 0.0010302930 -0.0006574550 0.0016619409 13952.8662109972 4938.9056919388 -3067.8562813051 7776.8116074962 3912.4807093759 4999.7308231722
1403638179.04503 2664.788304 -4386.983201 -2080.376761 0.804622 -0.367147 -0.252162 0.392684 0.0004636079 0.0004015380 -0.0004089378 0.0010480785 -0.0006694964 0.0016563398 14027.8671872769 4978.0598723644 -3087.5232024521 7823.9796050262 3932.3572862620 5035.3052552719
1403638179.09503 2674.580210 -4397.611573 -2088.369688 0.801845 -0.366515 -0.258191 0.395030 0.0004560925 0.0003992090 -0.0003937941 0.0010647531 -0.0006798170 0.0016508203 14103.1983502163 5017.4631098608 -3107.2944904547 7871.4037349742 3952.3039493211 5071.0984729994
1403638179.14503 2684.391251 -4408.253902 -2096.385399 0.798921 -0.365779 -0.264024 0.397771 0.0004495410 0.0003974552 -0.0003793019 0.0010822748 -0.0006898590 0.0016434367 14178.8587726674 5057.1144832903 -3127.1701691567 7919.0848276255 3972.3208697976 5107.1102698251
1403638179.19503 2694.221679 -4418.910612 -2104.424196 0.796203 -0.364150 -0.269562 0.400989 0.0004435655 0.0003961804 -0.0003656708 0.0011020367 -0.0006997742 0.0016331743 14254.8530885226 5097.0179532318 -3147.1513776621 7967.0247102612 3992.4081670383 5143.3436373304
1403638179.24503 2704.071374 -4429.581735 -2112.486540 0.793443 -0.362273 -0.275434 0.404158 0.0004369691 0.0003940046 -0.0003509826 0.0011229924 -0.0007098257 0.0016222769 14331.1824690039 5137.1756378561 -3167.2380147696 8015.2236045590 4012.5652018155 5179.7994555977
1403638179.29503 2713.940121 -4440.267217 -2120.572733 0.789910 -0.361620 -0.281100 0.407745 0.0004323063 0.0003931267 -0.0003372580 0.0011425249 -0.0007189623 0.0016108052 14407.8473078046 5177.5883504104 -3187.4299445506 8063.6816836241 4032.7915370502 5216.4779991028
1403638179.34503 2723.828440 -4450.967528 -2128.682552 0.786325 -0.360247 -0.285622 0.412716 0.0004305358 0.0003955028 -0.0003272602 0.0011643773 -0.0007269292 0.0015940577 14484.8530201010 5218.2601995155 -3207.7291185829 8112.4023487764 4053.0881100212 5253.3833301920
1403638179.39503 2733.736662 -4461.682849 -2136.816303 0.782618 -0.359359 -0.286686 0.419739 0.0004369392 0.0004062814 -0.0003279830 0.0011832684 -0.0007303891 0.0015720377 14562.2021115876 5259.1949200234 -3228.1360839579 8161.3879023878 4073.4549869367 5290.5178554909
1403638179.44503 2743.664815 -4472.412999 -2144.974115 0.778810 -0.359436 -0.283698 0.428691 0.0004531992 0.0004266087 -0.0003406287 0.0011964043 -0.0007281550 0.0015458878 14639.8940135424 5300.3939024426 -3248.6506228969 8210.6396421626 4093.8919674392 5327.8821948172
1403638179.49503 2753.612509 -4483.157540 -2153.155558 0.774885 -0.358979 -0.279487 0.438832 0.0004732729 0.0004505490 -0.0003559566 0.0012100816 -0.0007236902 0.0015153640 14717.9260344872 5341.8543265084 -3269.2724917654 8260.1579586168 4114.3992673564 5365.4750588705
1403638179.54503 2763.579608 -4493.916448 -2161.360402 0.770007 -0.358676 -0.276649 0.449339 0.0004923446 0.0004735392 -0.0003665367 0.0012264408 -0.0007198914 0.0014831341 14796.2990069556 5383.5756887876 -3290.0023034668 8309.9440547877 4134.9773354851 5403.2969822523
1403638179.59503 2773.566439 -4504.689403 -2169.588371 0.764520 -0.358055 -0.275617 0.459719 0.0005082514 0.0004939330 -0.0003712281 0.0012464475 -0.0007173441 0.0014503802 14875.0113625234 5425.5595369095 -3310.8400156500 8360.0007110221 4155.6265388823 5441.3490698101
1403638179.64503 2783.573967 -4515.476434 -2177.839148 0.758174 -0.358737 -0.275571 0.469618 0.0005234389 0.0005129650 -0.0003729366 0.0012645315 -0.0007148624 0.0014202178 14954.0644039883 5467.8101171603 -3331.7866662983 8410.3336637137 4176.3482755147 5479.6348841006
